state;action_reward;n_state
11&5|183&4|483&5|50&5|566&3|273&2|71&4|195&3|508&1|172&5|660&3|234&5;147&3|136&4|12&4|419&5;11&5|183&4|483&5|50&5|566&3|273&2|71&4|195&3|508&1|172&5|660&3|234&5|147&3|136&4|12&4|419&5
196&2|449&3|637&2|210&3|195&4|205&4|56&3|800&4|89&5|665&3|185&3|228&4;650&3|142&2|627&2|204&3;196&2|449&3|637&2|210&3|195&4|205&4|56&3|800&4|89&5|665&3|185&3|228&4|650&3|142&2|627&2|204&3
59&4|202&3|1&4|655&4|746&2|233&2|455&5|132&4|589&4|417&1|68&2|128&5;448&2|449&3|403&2|783&1;59&4|202&3|1&4|655&4|746&2|233&2|455&5|132&4|589&4|417&1|68&2|128&5|448&2|449&3|403&2|783&1
222&5|411&5|96&5|685&5|235&5|243&4|118&5|15&4|249&4|472&4|50&5|1&3;79&5|89&5|172&5|195&5;222&5|411&5|96&5|685&5|235&5|243&4|118&5|15&4|249&4|472&4|50&5|1&3|79&5|89&5|172&5|195&5
528&3|177&5|546&4|265&3|141&4|222&4|429&5|405&5|1219&4|651&3|484&3|404&4;99&5|151&5|1254&2|496&5;528&3|177&5|546&4|265&3|141&4|222&4|429&5|405&5|1219&4|651&3|484&3|404&4|99&5|151&5|1254&2|496&5
56&4|174&4|154&5|655&4|433&5|949&4|1140&2|831&1|1028&4|189&4|1065&3|21&4;50&5|89&5|172&5|230&5;56&4|174&4|154&5|655&4|433&5|949&4|1140&2|831&1|1028&4|189&4|1065&3|21&4|50&5|89&5|172&5|230&5
661&2|653&3|655&5|427&5|520&2|192&4|186&3|659&5|482&5|646&3|523&4|268&2;143&5|246&2|28&4|419&4;661&2|653&3|655&5|427&5|520&2|192&4|186&3|659&5|482&5|646&3|523&4|268&2|143&5|246&2|28&4|419&4
286&5|10&4|237&3|15&2|14&5|248&2|285&5|283&4|127&5|151&4|222&2|137&5;170&5|971&4|522&5|42&5;286&5|10&4|237&3|15&2|14&5|248&2|285&5|283&4|127&5|151&4|222&2|137&5|170&5|971&4|522&5|42&5
50&5|475&4|97&2|82&4|271&4|993&4|367&5|311&4|258&2|307&4|231&2|403&4;752&4|347&4|895&3|355&2;50&5|475&4|97&2|82&4|271&4|993&4|367&5|311&4|258&2|307&4|231&2|403&4|752&4|347&4|895&3|355&2
289&3|121&4|326&5|286&3|270&5|262&3|310&3|276&5|883&3|342&4|1386&3|907&3;202&4|402&3|747&3|549&3;289&3|121&4|326&5|286&3|270&5|262&3|310&3|276&5|883&3|342&4|1386&3|907&3|202&4|402&3|747&3|549&3
850&5|187&5|1020&5|601&5|505&5|195&5|659&5|603&5|587&3|481&5|154&4|676&3;588&5|855&5|730&3|490&5;850&5|187&5|1020&5|601&5|505&5|195&5|659&5|603&5|587&3|481&5|154&4|676&3|588&5|855&5|730&3|490&5
429&3|363&3|368&1|406&1|417&3|418&3|66&1|386&2|100&5|241&1|168&3|257&5;395&2|40&4|259&1|101&5;429&3|363&3|368&1|406&1|417&3|418&3|66&1|386&2|100&5|241&1|168&3|257&5|395&2|40&4|259&1|101&5
245&4|1028&4|928&5|477&3|924&4|926&3|147&5|118&4|827&4|685&4|628&4|225&3;472&4|291&4|934&4|107&4;245&4|1028&4|928&5|477&3|924&4|926&3|147&5|118&4|827&4|685&4|628&4|225&3|472&4|291&4|934&4|107&4
265&5|195&3|566&4|181&5|732&4|651&4|435&3|720&3|9&4|202&4|210&5|655&4;258&4|603&5|174&4|1470&3;265&5|195&3|566&4|181&5|732&4|651&4|435&3|720&3|9&4|202&4|210&5|655&4|258&4|603&5|174&4|1470&3
225&3|682&4|1088&4|975&1|243&3|411&1|259&3|252&1|276&4|125&3|284&2|118&2;8&2|318&4|155&5|28&4;225&3|682&4|1088&4|975&1|243&3|411&1|259&3|252&1|276&4|125&3|284&2|118&2|8&2|318&4|155&5|28&4
1168&2|208&2|181&2|805&2|603&5|216&1|462&3|68&3|1028&2|9&4|1397&4|763&1;674&2|783&1|1411&3|1479&2;1168&2|208&2|181&2|805&2|603&5|216&1|462&3|68&3|1028&2|9&4|1397&4|763&1|674&2|783&1|1411&3|1479&2
237&4|118&4|195&5|294&4|409&3|96&5|82&4|1051&4|98&4|66&4|103&3|143&4;559&2|2&5|70&3|410&3;237&4|118&4|195&5|294&4|409&3|96&5|82&4|1051&4|98&4|66&4|103&3|143&4|559&2|2&5|70&3|410&3
305&3|248&4|1514&4|1405&5|298&3|880&5|924&3|845&4|277&3|818&3|936&3|1094&2;926&2|460&4|123&3|831&3;305&3|248&4|1514&4|1405&5|298&3|880&5|924&3|845&4|277&3|818&3|936&3|1094&2|926&2|460&4|123&3|831&3
315&4|329&3|125&2|9&5|508&4|348&3|245&4|748&3|327&2|1238&3|328&1|258&5;471&3|823&3|1134&4|276&5;315&4|329&3|125&2|9&5|508&4|348&3|245&4|748&3|327&2|1238&3|328&1|258&5|471&3|823&3|1134&4|276&5
258&5|683&1|879&1|313&5|230&4|271&1|294&1|1127&2|751&4|687&1|289&2|538&4;227&4|229&4|380&4|222&5;258&5|683&1|879&1|313&5|230&4|271&1|294&1|1127&2|751&4|687&1|289&2|538&4|227&4|229&4|380&4|222&5
436&3|7&4|288&3|201&5|413&1|379&4|396&2|164&3|672&2|447&1|100&4|777&2;11&4|181&4|50&4|96&3;436&3|7&4|288&3|201&5|413&1|379&4|396&2|164&3|672&2|447&1|100&4|777&2|11&4|181&4|50&4|96&3
983&2|118&1|1318&2|333&3|198&4|251&3|753&5|593&4|1367&4|86&4|100&5|117&3;310&3|1005&5|639&5|702&5;983&2|118&1|1318&2|333&3|198&4|251&3|753&5|593&4|1367&4|86&4|100&5|117&3|310&3|1005&5|639&5|702&5
56&5|819&3|476&3|358&2|69&5|290&3|258&3|928&3|426&4|294&3|410&4|264&3;144&4|1218&3|724&3|161&5;56&5|819&3|476&3|358&2|69&5|290&3|258&3|928&3|426&4|294&3|410&4|264&3|144&4|1218&3|724&3|161&5
234&3|617&3|255&3|699&5|318&5|82&3|1147&4|546&2|631&4|959&2|433&4|22&4;258&4|628&2|405&2|125&3;234&3|617&3|255&3|699&5|318&5|82&3|1147&4|546&2|631&4|959&2|433&4|22&4|258&4|628&2|405&2|125&3
566&3|23&4|508&4|1010&3|470&3|215&4|496&3|544&4|475&4|1017&4|763&4|318&5;721&5|227&3|94&3|286&4;566&3|23&4|508&4|1010&3|470&3|215&4|496&3|544&4|475&4|1017&4|763&4|318&5|721&5|227&3|94&3|286&4
1017&4|682&2|15&3|126&4|127&4|7&3|201&4|922&4|1007&4|410&5|260&3|1&3;379&2|447&4|452&3|670&2;1017&4|682&2|15&3|126&4|127&4|7&3|201&4|922&4|1007&4|410&5|260&3|1&3|379&2|447&4|452&3|670&2
117&4|890&1|879&3|245&4|895&1|546&3|508&1|300&4|1654&1|845&5|174&5|270&4;172&5|193&5|962&4|169&5;117&4|890&1|879&3|245&4|895&1|546&3|508&1|300&4|1654&1|845&5|174&5|270&4|172&5|193&5|962&4|169&5
44&3|183&5|481&4|461&3|837&4|135&5|211&5|100&5|154&2|181&4|403&3|391&3;624&4|739&3|465&3|155&2;44&3|183&5|481&4|461&3|837&4|135&5|211&5|100&5|154&2|181&4|403&3|391&3|624&4|739&3|465&3|155&2
255&1|123&2|117&1|473&2|515&3|596&1|952&2|284&3|1383&1|292&3|222&3|293&2;9&4|127&5|302&4|919&4;255&1|123&2|117&1|473&2|515&3|596&1|952&2|284&3|1383&1|292&3|222&3|293&2|9&4|127&5|302&4|919&4
271&4|340&3|886&2|258&3|748&3|302&4|324&2|301&3|288&2|268&3|326&1|690&3;327&4|321&1|879&2|286&4;271&4|340&3|886&2|258&3|748&3|302&4|324&2|301&3|288&2|268&3|326&1|690&3|327&4|321&1|879&2|286&4
327&4|272&5|324&4|116&4|887&5|22&5|466&5|183&5|591&4|1097&4|50&5|985&4;425&5|184&5|431&2|501&4;327&4|272&5|324&4|116&4|887&5|22&5|466&5|183&5|591&4|1097&4|50&5|985&4|425&5|184&5|431&2|501&4
885&5|269&3|288&4|873&3|333&4|339&5|875&3|268&2|307&4|310&4|748&4|289&2;358&5|261&5|883&5|882&5;885&5|269&3|288&4|873&3|333&4|339&5|875&3|268&2|307&4|310&4|748&4|289&2|358&5|261&5|883&5|882&5
924&2|298&3|277&3|1129&1|147&4|25&2|100&5|515&4|332&4|275&2|1&5|50&4;282&3|7&4|117&4|237&3;924&2|298&3|277&3|1129&1|147&4|25&2|100&5|515&4|332&4|275&2|1&5|50&4|282&3|7&4|117&4|237&3
303&3|321&3|258&2|14&5|100&4|25&3|269&5|116&5|1251&5|283&3|150&5|744&4;111&4|13&4|476&3|1514&4;303&3|321&3|258&2|14&5|100&4|25&3|269&5|116&5|1251&5|283&3|150&5|744&4|111&4|13&4|476&3|1514&4
751&3|322&4|879&3|313&3|346&1|288&2|300&4|354&5|362&4|338&1|294&2|690&2;748&4|689&4|328&3|333&4;751&3|322&4|879&3|313&3|346&1|288&2|300&4|354&5|362&4|338&1|294&2|690&2|748&4|689&4|328&3|333&4
248&3|216&4|1120&3|265&4|631&4|321&4|482&5|100&5|944&2|1063&3|213&4|481&4;4&2|376&3|575&2|401&3;248&3|216&4|1120&3|265&4|631&4|321&4|482&5|100&5|944&2|1063&3|213&4|481&4|4&2|376&3|575&2|401&3
222&5|121&5|127&5|197&5|7&5|762&3|724&4|732&5|66&3|13&2|213&4|235&5;246&5|813&5|269&5|257&5;222&5|121&5|127&5|197&5|7&5|762&3|724&4|732&5|66&3|13&2|213&4|235&5|246&5|813&5|269&5|257&5
268&5|321&4|333&4|749&4|332&4|343&3|880&4|873&4|340&1|1038&4|307&5|292&4;325&3|301&4|260&4|264&2;268&5|321&4|333&4|749&4|332&4|343&3|880&4|873&4|340&1|1038&4|307&5|292&4|325&3|301&4|260&4|264&2
486&4|96&5|1040&4|1053&4|110&5|195&3|417&4|392&5|418&3|432&4|1036&5|783&3;143&5|843&3|955&2|734&4;486&4|96&5|1040&4|1053&4|110&5|195&3|417&4|392&5|418&3|432&4|1036&5|783&3|143&5|843&3|955&2|734&4
358&1|887&5|299&5|1280&2|288&4|682&3|880&5|294&3|335&4|895&4|872&4|292&5;877&3|259&3|330&5|948&3;358&1|887&5|299&5|1280&2|288&4|682&3|880&5|294&3|335&4|895&4|872&4|292&5|877&3|259&3|330&5|948&3
319&4|346&5|1160&4|321&4|147&5|1537&5|340&5|303&4|304&4|286&5|300&5|268&4;255&1|345&4|381&4|70&4;319&4|346&5|1160&4|321&4|147&5|1537&5|340&5|303&4|304&4|286&5|300&5|268&4|255&1|345&4|381&4|70&4
268&1|748&5|690&1|286&1|230&5|258&5|228&5|271&5|50&4|300&5|288&5|901&5;380&5|227&4|449&4|62&5;268&1|748&5|690&1|286&1|230&5|258&5|228&5|271&5|50&4|300&5|288&5|901&5|380&5|227&4|449&4|62&5
462&3|6&1|19&5|906&3|557&2|26&3|116&4|86&3|198&4|558&3|694&2|512&5;45&4|904&3|985&3|301&2;462&3|6&1|19&5|906&3|557&2|26&3|116&4|86&3|198&4|558&3|694&2|512&5|45&4|904&3|985&3|301&2
479&5|429&5|842&4|519&4|430&5|205&4|7&5|77&4|209&5|517&4|494&4|97&3;265&5|684&4|393&4|385&4;479&5|429&5|842&4|519&4|430&5|205&4|7&5|77&4|209&5|517&4|494&4|97&3|265&5|684&4|393&4|385&4
50&5|15&3|197&4|205&4|155&2|659&3|281&2|270&4|732&3|88&3|1119&3|665&2;563&3|447&3|109&3|625&3;50&5|15&3|197&4|205&4|155&2|659&3|281&2|270&4|732&3|88&3|1119&3|665&2|563&3|447&3|109&3|625&3
90&2|86&4|268&5|597&2|580&5|324&1|215&3|259&3|238&3|738&3|111&4|434&4;722&3|54&3|227&3|577&3;90&2|86&4|268&5|597&2|580&5|324&1|215&3|259&3|238&3|738&3|111&4|434&4|722&3|54&3|227&3|577&3
1468&3|647&3|83&4|97&4|527&5|518&5|1025&3|173&5|15&4|98&5|483&5|298&3;699&4|433&3|4&4|192&1;1468&3|647&3|83&4|97&4|527&5|518&5|1025&3|173&5|15&4|98&5|483&5|298&3|699&4|433&3|4&4|192&1
736&3|775&3|778&5|381&3|732&2|313&3|692&3|1259&1|155&5|451&2|643&4|371&4;402&5|88&2|387&3|111&1;736&3|775&3|778&5|381&3|732&2|313&3|692&3|1259&1|155&5|451&2|643&4|371&4|402&5|88&2|387&3|111&1
286&4|292&4|313&4|312&3|124&5|333&3|690&4|303&4|750&5|100&5|272&5|315&5;297&4|257&4|50&5|237&5;286&4|292&4|313&4|312&3|124&5|333&3|690&4|303&4|750&5|100&5|272&5|315&5|297&4|257&4|50&5|237&5
259&4|245&3|332&4|657&4|264&3|268&5|306&4|874&4|689&2|326&2|302&4|748&2;480&4|1019&4|79&4|1018&4;259&4|245&3|332&4|657&4|264&3|268&5|306&4|874&4|689&2|326&2|302&4|748&2|480&4|1019&4|79&4|1018&4
636&2|114&1|806&1|135&5|197&4|432&5|73&4|98&4|1126&4|185&5|141&4|727&5;231&1|501&5|88&5|218&4;636&2|114&1|806&1|135&5|197&4|432&5|73&4|98&4|1126&4|185&5|141&4|727&5|231&1|501&5|88&5|218&4
99&4|404&4|186&5|69&4|127&4|8&2|202&4|405&4|471&4|24&5|7&4|172&5;238&4|1190&3|206&4|22&5;99&4|404&4|186&5|69&4|127&4|8&2|202&4|405&4|471&4|24&5|7&4|172&5|238&4|1190&3|206&4|22&5
659&4|99&4|735&4|719&1|674&2|521&5|240&1|568&3|290&3|225&3|238&4|615&5;133&5|733&2|241&5|1305&1;659&4|99&4|735&4|719&1|674&2|521&5|240&1|568&3|290&3|225&3|238&4|615&5|133&5|733&2|241&5|1305&1
713&3|126&2|458&4|985&3|1128&3|118&2|619&4|291&3|121&2|10&5|106&1|285&5;100&4|475&4|120&3|1117&3;713&3|126&2|458&4|985&3|1128&3|118&2|619&4|291&3|121&2|10&5|106&1|285&5|100&4|475&4|120&3|1117&3
458&3|198&5|240&1|125&4|86&4|484&4|416&4|180&4|655&4|121&2|283&4|709&2;4&4|699&4|465&4|449&2;458&3|198&5|240&1|125&4|86&4|484&4|416&4|180&4|655&4|121&2|283&4|709&2|4&4|699&4|465&4|449&2
242&4|875&2|322&3|333&4|328&3|269&3|286&2|313&3|304&3|326&4|678&1|300&3;316&4|748&4|289&4|243&2;242&4|875&2|322&3|333&4|328&3|269&3|286&2|313&3|304&3|326&4|678&1|300&3|316&4|748&4|289&4|243&2
82&3|191&5|45&3|48&3|194&5|660&4|463&3|28&4|22&4|196&5|566&4|100&3;244&4|280&2|1242&4|1115&4;82&3|191&5|45&3|48&3|194&5|660&4|463&3|28&4|22&4|196&5|566&4|100&3|244&4|280&2|1242&4|1115&4
815&4|285&5|845&5|257&3|111&4|288&3|235&2|282&4|471&4|919&5|126&5|1086&4;95&4|527&5|531&5|318&5;815&4|285&5|845&5|257&3|111&4|288&3|235&2|282&4|471&4|919&5|126&5|1086&4|95&4|527&5|531&5|318&5
908&4|1313&3|128&2|183&3|50&5|898&1|328&4|96&5|327&3|684&4|334&3|550&3;62&3|357&4|33&4|184&4;908&4|1313&3|128&2|183&3|50&5|898&1|328&4|96&5|327&3|684&4|334&3|550&3|62&3|357&4|33&4|184&4
321&3|889&5|313&4|303&4|752&3|294&1|311&3|538&3|346&4|345&1|302&5|347&2;289&3|341&4|245&3|330&3;321&3|889&5|313&4|303&4|752&3|294&1|311&3|538&3|346&4|345&1|302&5|347&2|289&3|341&4|245&3|330&3
410&4|509&4|226&3|164&3|367&2|652&3|144&4|959&4|4&4|151&3|25&4|684&3;476&3|73&4|1145&2|385&3;410&4|509&4|226&3|164&3|367&2|652&3|144&4|959&4|4&4|151&3|25&4|684&3|476&3|73&4|1145&2|385&3
391&3|357&4|423&4|133&4|431&5|969&4|136&5|153&4|200&4|162&3|230&3|186&4;841&3|444&2|1013&1|1188&3;391&3|357&4|423&4|133&4|431&5|969&4|136&5|153&4|200&4|162&3|230&3|186&4|841&3|444&2|1013&1|1188&3
508&4|307&2|684&4|332&2|298&2|284&3|245&2|310&3|250&1|181&1|289&3|300&4;286&3|751&3|288&3|1012&4;508&4|307&2|684&4|332&2|298&2|284&3|245&2|310&3|250&1|181&1|289&3|300&4|286&3|751&3|288&3|1012&4
1022&1|682&2|302&5|336&3|250&4|596&4|591&4|1047&3|886&5|895&2|628&4|242&5;284&5|1160&1|276&5|713&5;1022&1|682&2|302&5|336&3|250&4|596&4|591&4|1047&3|886&5|895&2|628&4|242&5|284&5|1160&1|276&5|713&5
200&4|563&3|260&4|678&4|304&3|358&3|569&3|565&3|879&5|769&5|748&4|286&2;646&4|760&3|413&4|299&4;200&4|563&3|260&4|678&4|304&3|358&3|569&3|565&3|879&5|769&5|748&4|286&2|646&4|760&3|413&4|299&4
892&2|313&4|117&3|512&4|323&2|169&4|129&3|269&4|483&4|147&3|879&2|124&5;248&3|79&4|326&3|250&3;892&2|313&4|117&3|512&4|323&2|169&4|129&3|269&4|483&4|147&3|879&2|124&5|248&3|79&4|326&3|250&3
94&2|1&4|663&4|568&2|5&4|765&4|128&3|404&3|29&3|79&4|1051&4|96&4;934&2|364&3|725&3|409&3;94&2|1&4|663&4|568&2|5&4|765&4|128&3|404&3|29&3|79&4|1051&4|96&4|934&2|364&3|725&3|409&3
234&4|204&4|111&3|181&4|265&5|1217&2|546&4|174&4|455&3|50&5|658&4|117&3;88&3|549&3|939&4|156&4;234&4|204&4|111&3|181&4|265&5|1217&2|546&4|174&4|455&3|50&5|658&4|117&3|88&3|549&3|939&4|156&4
258&4|178&3|137&3|89&3|286&3|189&3|50&4|164&4|289&2|191&3|748&5|9&3;322&2|1&3|150&3|433&3;258&4|178&3|137&3|89&3|286&3|189&3|50&4|164&4|289&2|191&3|748&5|9&3|322&2|1&3|150&3|433&3
1&4|1121&4|410&3|237&3|105&3|1018&2|257&4|170&4|462&4|427&4|213&4|212&4;458&3|275&4|408&4|339&2;1&4|1121&4|410&3|237&3|105&3|1018&2|257&4|170&4|462&4|427&4|213&4|212&4|458&3|275&4|408&4|339&2
424&1|928&5|125&5|151&5|411&5|111&5|1152&5|975&5|148&3|833&4|287&5|7&1;406&3|546&5|815&4|476&4;424&1|928&5|125&5|151&5|411&5|111&5|1152&5|975&5|148&3|833&4|287&5|7&1|406&3|546&5|815&4|476&4
7&3|1&4|1060&4|237&3|275&5|243&2|300&4|117&4|15&4|100&4|864&4|476&3;604&4|1063&5|202&2|147&4;7&3|1&4|1060&4|237&3|275&5|243&2|300&4|117&4|15&4|100&4|864&4|476&3|604&4|1063&5|202&2|147&4
660&5|132&5|483&5|306&4|258&4|69&5|319&5|640&2|340&2|269&5|185&4|962&4;155&4|239&3|124&4|610&4;660&5|132&5|483&5|306&4|258&4|69&5|319&5|640&2|340&2|269&5|185&4|962&4|155&4|239&3|124&4|610&4
682&5|881&3|302&4|752&4|307&4|288&5|326&4|294&5|313&5|355&3|354&4|328&5;890&2|245&3|299&2|343&4;682&5|881&3|302&4|752&4|307&4|288&5|326&4|294&5|313&5|355&3|354&4|328&5|890&2|245&3|299&2|343&4
1138&4|89&3|1&4|221&3|9&5|194&5|1226&4|435&4|72&4|8&4|591&3|751&4;197&4|470&2|173&5|960&2;1138&4|89&3|1&4|221&3|9&5|194&5|1226&4|435&4|72&4|8&4|591&3|751&4|197&4|470&2|173&5|960&2
382&5|52&5|179&5|707&5|855&5|639&5|30&5|83&5|86&5|381&2|1622&4|166&4;1018&5|638&4|515&5|971&5;382&5|52&5|179&5|707&5|855&5|639&5|30&5|83&5|86&5|381&2|1622&4|166&4|1018&5|638&4|515&5|971&5
515&4|258&4|1&4|107&3|676&4|230&5|229&3|121&2|283&5|50&5|197&3|181&4;173&4|91&3|432&3|99&3;515&4|258&4|1&4|107&3|676&4|230&5|229&3|121&2|283&5|50&5|197&3|181&4|173&4|91&3|432&3|99&3
97&3|527&4|419&3|484&4|64&4|268&4|181&5|83&5|132&4|751&5|288&4|56&4;121&2|588&3|73&4|291&4;97&3|527&4|419&3|484&4|64&4|268&4|181&5|83&5|132&4|751&5|288&4|56&4|121&2|588&3|73&4|291&4
76&5|684&5|209&5|22&5|100&5|945&4|99&5|87&4|480&5|654&5|55&5|15&5;152&4|180&5|208&5|404&5;76&5|684&5|209&5|22&5|100&5|945&4|99&5|87&4|480&5|654&5|55&5|15&5|152&4|180&5|208&5|404&5
498&4|133&1|234&4|604&4|746&3|174&5|205&5|96&5|201&3|474&5|178&5|288&4;210&5|772&2|514&5|208&4;498&4|133&1|234&4|604&4|746&3|174&5|205&5|96&5|201&3|474&5|178&5|288&4|210&5|772&2|514&5|208&4
492&4|179&5|135&5|510&5|205&4|168&5|480&5|514&2|11&4|543&4|48&4|96&3;318&4|208&5|530&4|133&3;492&4|179&5|135&5|510&5|205&4|168&5|480&5|514&2|11&4|543&4|48&4|96&3|318&4|208&5|530&4|133&3
281&3|133&1|772&2|67&4|88&4|596&3|455&3|294&3|716&2|222&4|248&4|230&4;368&1|826&2|929&1|313&4;281&3|133&1|772&2|67&4|88&4|596&3|455&3|294&3|716&2|222&4|248&4|230&4|368&1|826&2|929&1|313&4
350&3|338&4|266&3|328&4|342&4|294&3|680&3|263&1|288&5|754&2|895&4|323&4;892&2|243&3|681&1|261&2;350&3|338&4|266&3|328&4|342&4|294&3|680&3|263&1|288&5|754&2|895&4|323&4|892&2|243&3|681&1|261&2
802&3|188&4|739&4|226&3|759&3|684&4|651&4|64&4|658&3|68&2|550&3|96&4;401&3|1218&3|790&4|575&3;802&3|188&4|739&4|226&3|759&3|684&4|651&4|64&4|658&3|68&2|550&3|96&4|401&3|1218&3|790&4|575&3
275&4|140&2|265&3|317&4|64&5|690&2|216&4|285&5|165&4|956&2|402&4|97&3;702&1|416&5|427&5|755&2;275&4|140&2|265&3|317&4|64&5|690&2|216&4|285&5|165&4|956&2|402&4|97&3|702&1|416&5|427&5|755&2
269&5|301&4|289&3|750&3|312&2|689&3|326&3|258&3|332&3|286&3|268&4|358&2;316&3|313&3|347&3|331&3;269&5|301&4|289&3|750&3|312&2|689&3|326&3|258&3|332&3|286&3|268&4|358&2|316&3|313&3|347&3|331&3
238&5|358&3|372&4|92&5|727&3|276&5|294&3|300&4|200&5|275&5|11&5|223&5;742&4|100&5|127&5|71&5;238&5|358&3|372&4|92&5|727&3|276&5|294&3|300&4|200&5|275&5|11&5|223&5|742&4|100&5|127&5|71&5
147&4|519&5|98&5|496&4|185&4|137&5|187&5|497&5|14&3|603&4|285&4|13&4;435&5|238&5|474&5|518&4;147&4|519&5|98&5|496&4|185&4|137&5|187&5|497&5|14&3|603&4|285&4|13&4|435&5|238&5|474&5|518&4
340&1|222&4|294&3|989&3|310&4|282&3|748&3|471&5|895&3|288&5|118&3|24&3;977&2|281&3|405&4|363&2;340&1|222&4|294&3|989&3|310&4|282&3|748&3|471&5|895&3|288&5|118&3|24&3|977&2|281&3|405&4|363&2
197&5|521&5|656&5|64&5|489&3|188&3|157&5|479&5|608&3|318&4|505&4|258&4;196&4|603&5|528&5|302&5;197&5|521&5|656&5|64&5|489&3|188&3|157&5|479&5|608&3|318&4|505&4|258&4|196&4|603&5|528&5|302&5
895&3|678&2|272&5|288&5|682&3|358&3|689&3|313&5|748&4|338&3|100&3|271&4;98&5|234&5|7&4|164&4;895&3|678&2|272&5|288&5|682&3|358&3|689&3|313&5|748&4|338&3|100&3|271&4|98&5|234&5|7&4|164&4
153&4|177&3|1010&3|654&5|128&3|407&3|3&2|240&2|176&5|122&3|1012&4|588&4;553&3|76&3|158&2|421&4;153&4|177&3|1010&3|654&5|128&3|407&3|3&2|240&2|176&5|122&3|1012&4|588&4|553&3|76&3|158&2|421&4
466&4|610&4|519&5|601&3|630&2|136&4|1126&4|236&3|157&2|358&1|20&4|606&5;765&3|301&3|557&1|448&3;466&4|610&4|519&5|601&3|630&2|136&4|1126&4|236&3|157&2|358&1|20&4|606&5|765&3|301&3|557&1|448&3
203&4|258&1|210&4|328&4|584&4|82&4|358&3|176&4|181&3|199&4|1409&3|79&3;227&2|660&3|566&3|125&3;203&4|258&1|210&4|328&4|584&4|82&4|358&3|176&4|181&3|199&4|1409&3|79&3|227&2|660&3|566&3|125&3
258&5|429&3|134&5|483&3|204&3|172&5|133&4|181&5|199&4|604&4|211&5|538&4;127&4|705&5|174&4|443&4;258&5|429&3|134&5|483&3|204&3|172&5|133&4|181&5|199&4|604&4|211&5|538&4|127&4|705&5|174&4|443&4
742&5|924&3|674&3|173&5|98&4|565&4|423&5|268&4|121&5|174&5|379&4|678&3;409&4|225&3|1503&4|1036&4;742&5|924&3|674&3|173&5|98&4|565&4|423&5|268&4|121&5|174&5|379&4|678&3|409&4|225&3|1503&4|1036&4
428&4|663&5|287&3|655&5|66&3|340&3|116&3|70&3|845&4|202&3|381&4|242&3;94&3|108&4|692&5|110&1;428&4|663&5|287&3|655&5|66&3|340&3|116&3|70&3|845&4|202&3|381&4|242&3|94&3|108&4|692&5|110&1
284&3|292&4|302&4|1244&4|181&4|288&3|117&4|164&5|17&3|950&4|55&5|591&3;925&2|151&1|13&1|597&4;284&3|292&4|302&4|1244&4|181&4|288&3|117&4|164&5|17&3|950&4|55&5|591&3|925&2|151&1|13&1|597&4
249&4|125&4|313&5|275&4|222&4|181&5|748&4|310&5|15&5|323&5|924&4|259&2;846&2|596&2|254&1|301&2;249&4|125&4|313&5|275&4|222&4|181&5|748&4|310&5|15&5|323&5|924&4|259&2|846&2|596&2|254&1|301&2
288&2|182&3|357&4|205&3|176&5|474&4|434&5|272&3|210&4|28&4|183&5|8&2;1063&5|552&3|1039&5|228&5;288&2|182&3|357&4|205&3|176&5|474&4|434&5|272&3|210&4|28&4|183&5|8&2|1063&5|552&3|1039&5|228&5
895&4|672&4|288&5|301&4|680&5|111&3|121&4|690&5|302&5|100&3|628&4|508&3;773&3|323&4|53&5|218&5;895&4|672&4|288&5|301&4|680&5|111&3|121&4|690&5|302&5|100&3|628&4|508&3|773&3|323&4|53&5|218&5
331&3|347&4|311&4|1434&1|269&3|302&3|345&3|937&3|1024&2|748&4|899&3|751&4;1671&1|245&3|328&3|342&2;331&3|347&4|311&4|1434&1|269&3|302&3|345&3|937&3|1024&2|748&4|899&3|751&4|1671&1|245&3|328&3|342&2
307&3|752&3|691&4|315&4|750&4|258&2|313&4|305&2|301&2|896&2|333&3|270&3;288&2|347&5|328&2|334&3;307&3|752&3|691&4|315&4|750&4|258&2|313&4|305&2|301&2|896&2|333&3|270&3|288&2|347&5|328&2|334&3
640&1|170&5|462&5|435&3|215&5|423&4|479&5|183&3|528&3|485&5|186&5|109&4;405&5|708&4|88&4|25&5;640&1|170&5|462&5|435&3|215&5|423&4|479&5|183&3|528&3|485&5|186&5|109&4|405&5|708&4|88&4|25&5
315&2|305&4|316&3|268&2|752&3|310&1|882&4|272&4|905&2|904&4|348&4|683&4;307&5|902&5|358&4|271&5;315&2|305&4|316&3|268&2|752&3|310&1|882&4|272&4|905&2|904&4|348&4|683&4|307&5|902&5|358&4|271&5
124&5|919&5|993&4|7&4|475&4|298&5|222&2|273&3|294&4|258&4|300&4|257&4;15&4|1007&4|1&5|147&4;124&5|919&5|993&4|7&4|475&4|298&5|222&2|273&3|294&4|258&4|300&4|257&4|15&4|1007&4|1&5|147&4
259&2|302&3|316&3|880&3|271&2|269&1|300&3|286&2|321&4|333&4|242&4|310&3;1038&1|754&4|243&2|343&1;259&2|302&3|316&3|880&3|271&2|269&1|300&3|286&2|321&4|333&4|242&4|310&3|1038&1|754&4|243&2|343&1
