item_id;vectors
953;-0.48794666|0.86653394|0.19617124|0.5503639|-0.31322354|0.22211173|-0.28336903|-0.14912093|0.41578257|-0.32398275|-0.43759477|0.12414257|0.40461633|0.062753096|0.46277753|0.026527733|-0.2491181|1.0002234|0.73708856|-0.4157679|0.01429753|-0.5819492|0.1544357|-0.8198004|-0.1664986|0.41977245|-0.6163254|0.113934115|-0.72125566|-0.4282878|0.3948552|0.5342059|0.80658174|-0.19919318|-0.061398067|0.59258413|-0.33606094|0.05147606|0.040657505|-0.37944347|-0.43463886|0.16410199|-0.5890852|-0.6466978|0.6421361|-0.081094965|-0.54033124|-0.51685876|0.2800703|0.6886897|0.20152666|-0.4442004|-0.069690876|-0.5403106|-0.6841266|-0.16321538|-0.6251749|-0.014998943|-0.41451582|0.5547147|-0.3475898|-0.12369806|-0.6632092|0.5683504|-0.48597914|-0.33330026|0.05605065|-0.31054|-0.40236536|0.1965954|0.16750716|-0.42736003|-0.15187362|-0.29723907|0.000638783|-0.72872037|-0.11533531|-0.44192216|-0.23216693|-0.4093043|0.9836285|-0.57552457|0.03270209|0.2215734|-0.59076154|-0.33716613|-0.06643577|-0.32837248|-0.6767613|0.039536037|-0.6543575|0.117117934|0.34596246|-0.5151719|0.14142767|-0.64090765|0.35823572|0.41197374|-0.544353|-0.75421166
954;-0.26706782|0.4045976|0.016886115|0.8929005|-0.66724586|0.43724844|-0.65054095|-0.37419978|0.3815245|-0.36893576|-0.3656831|0.14548357|0.59821904|-0.051824987|0.20705806|0.30495477|-0.22162923|0.7702981|0.6163699|-0.1660503|0.11226624|-0.37375638|-0.029550284|0.13099918|0.0181669|0.17853695|-0.2933959|-0.27597883|-0.3191775|-0.34617376|0.597435|0.21851291|0.46860287|-0.16127878|-0.0932205|0.5197549|0.16888587|0.31361687|0.19835049|-0.89146197|-0.26515594|-0.07237756|0.09612599|-0.3654395|0.36233217|-0.09684728|-0.74162513|-0.30501157|0.53466773|0.6033476|-0.039589077|-0.22370818|-0.20775238|-0.14264204|-0.2033844|-0.46168694|-0.58848697|-0.056199055|-0.12391697|0.6179226|-0.5646408|-0.09647183|-0.20594393|0.03189303|-0.60327226|0.015821874|0.23512968|-0.7259698|-0.20594144|0.39521936|0.25941962|-0.064199686|-0.4991124|-0.4370382|0.27753288|-0.9485003|-0.14177366|-0.6805617|-0.21677354|-0.5480889|0.68086386|-0.5040048|-0.5409336|0.20189191|-0.9504995|-0.330919|-0.16617015|-0.38542396|-0.69595075|-0.32432473|-0.07098645|0.14082001|0.38002807|-0.49354687|0.4164303|-0.43897933|0.3231589|0.43044516|-0.2773492|-0.58924264
955;0.0513812|0.61608964|0.6809906|0.5944447|-0.50448614|0.18010148|-0.50800925|-0.40810907|0.43847492|-0.35913152|-0.53604484|0.22991657|0.46763986|-0.28300497|0.7239051|0.47772783|0.08873798|0.50857216|0.72522765|0.44521973|-0.01831054|-0.26312804|0.22827592|-0.44117624|-0.36871094|-0.13034628|0.19360226|-0.6535903|-0.05012369|-0.15152304|0.17645982|0.049843073|-0.17396247|-0.20646037|-0.3775416|0.39188045|0.4391042|0.041003942|0.18166298|-0.63221085|-0.60498536|0.16589604|-0.44341093|-0.40576583|0.33624873|0.07088205|-0.19974981|-0.3351498|0.44600844|0.3261447|0.12606816|-0.37199622|-0.17155436|-0.45252198|0.11775255|-0.16717921|-0.7296351|0.36138043|-0.2296994|0.45602697|-0.8760568|-0.25243723|-0.48071867|-0.27788454|-0.1773834|-0.38822013|0.34258762|-0.38583454|-0.9884383|-0.042284578|0.14277053|-0.5341198|0.049946632|0.54174674|0.17551695|-0.52689755|-0.17572738|-0.4899749|-0.038801998|-0.25671786|0.31954068|-0.69709384|-0.32865635|0.25669938|-0.1552951|-0.2707112|-0.10691546|-0.3595123|-0.876127|-0.5215893|-0.29850286|0.26079378|0.60194975|-0.55355597|0.67376673|-0.31123263|0.45608103|0.2035205|-0.39171383|-0.41477647
956;-0.20996717|0.4812562|0.2948744|0.49768078|-0.319953|0.007290814|-0.19821593|-0.06934242|0.31323218|-0.13598044|-0.12678662|0.3052262|0.36845148|-0.2581972|0.26581857|0.19755131|-0.16360413|0.36570096|0.59932756|0.06734867|0.18324557|-0.6684733|0.316805|-0.4212802|-0.30947846|0.16586031|-0.11216603|-0.15323046|-0.3447049|-0.37612423|0.13572922|0.21626057|0.38463467|-0.071719766|0.042548228|0.24296808|-0.042282443|0.22531776|0.30179283|-0.50960296|-0.0976619|0.095800236|-0.18842451|-0.4520097|0.68440115|0.14605027|-0.26540858|-0.59710026|0.3046542|0.5379348|0.18174529|-0.4569414|-0.06625798|-0.3518289|-0.17807853|-0.038687926|-0.5936371|0.1078583|-0.2809468|0.57712305|-0.531398|-0.1389055|-0.35724267|0.115935296|-0.26362592|-0.33915854|0.05562356|-0.27553272|-0.3316912|0.09477446|0.41002548|-0.4714047|0.08066125|-0.2867368|0.3047022|-0.44912142|-0.20537464|-0.40990317|0.007926109|-0.2844741|0.2786855|-0.32396013|-0.30938753|0.3511375|-0.5929982|-0.29818484|-0.2949681|-0.32990044|-0.66722137|-0.053862303|-0.41365296|0.2568521|0.12306227|-0.52314126|0.1499359|-0.30198985|0.4077381|0.35711515|-0.3194217|-0.3798396
957;-0.25979102|0.15556838|-0.16144645|-0.0668298|-0.3647044|0.36355057|-0.5579264|-0.075332716|0.1400061|-0.27806523|-0.014081657|0.51995873|0.5708261|-0.4431302|-0.092469364|0.15325126|-0.20349565|0.3257963|0.4282769|-0.064879075|0.12830347|-0.21199703|0.3984592|-0.13848971|-0.16706927|-0.002017647|0.07918167|-0.26669586|-0.040986925|-0.52124536|0.5743723|0.3805707|0.18753397|-0.3991905|0.36645168|-0.015468746|-0.362158|0.15730067|0.24427554|-0.6306472|-0.3275596|-0.41323468|-0.12286726|-0.42142856|0.84253925|0.75569385|-0.0407331|-0.53244984|0.20574668|0.050514758|-0.27407944|-0.35347185|0.2355693|-0.5605916|-0.5133853|0.020567559|-0.7839537|0.36005884|-0.6043854|0.40280336|0.0865438|-0.110597484|-0.12220271|0.161971|0.17679892|-0.10484338|0.124252364|-0.45882764|-0.62386334|0.38132867|0.76837826|-0.32680094|0.7298321|-0.066783115|0.60482794|-0.7277271|-0.22389005|-0.65038025|0.34302747|-0.16790663|0.08802058|-0.14450322|-0.4858248|0.9927849|-0.33331543|0.025074989|-0.07294464|-0.35596675|-0.28797892|0.12673023|-0.14112993|0.16977607|0.43400893|-0.69786704|0.23303038|0.09309223|0.19319326|0.6524402|-0.43654382|0.10953906
958;-0.6935504|0.6163061|0.1330337|0.3057838|-0.30186614|0.18132585|-0.54573476|-0.49997556|0.64922833|-0.2048864|-0.07975924|0.5885087|0.61921215|-0.5194856|-0.092742085|0.4505874|-0.16987161|0.08290389|0.9131284|0.07776284|-0.43304253|-0.34510717|0.71794945|-0.14681555|-0.035458|0.13772765|-0.17816512|0.17741425|-0.46024603|-0.2251372|0.47237724|0.47431114|0.31521767|-0.42112777|-0.36072987|-0.36688778|-0.3141266|0.22330289|0.40299463|-0.36710727|-0.5896448|0.44127235|-0.12405068|-0.86624134|0.23113239|0.32593286|-0.07453926|-0.5380164|0.7050986|0.5083764|0.18536319|-0.6771292|-0.20202023|-0.122030675|-0.024291217|-0.054918755|-0.89516246|0.24168554|-0.3891173|0.21918619|-0.6677722|-0.034144223|-0.1326069|0.5677529|0.34407687|-0.7398746|-0.18804434|-0.42136315|-0.22254695|-0.3379738|0.32694647|-0.6636716|0.5402888|-0.5618105|0.1784193|-0.47492418|-0.4689532|-0.74371964|-0.40488797|0.064202756|0.27313513|-0.31681043|-0.16619661|0.89984757|-0.35577333|-0.22372785|-0.7042148|0.039433986|-0.7403121|-0.22189239|-0.79987836|0.38395646|0.2774034|-0.80264163|-0.0963078|-0.5804551|0.24595192|0.093652695|-0.94334316|-0.29355282
959;-0.5442754|0.52215755|0.43689913|0.12497735|-0.26353127|-0.056021586|-0.21632844|-0.46097577|0.55751836|-0.016267657|-0.3001571|0.48003677|0.8076589|-0.13160485|0.8116208|0.4814875|-0.3890199|0.061537683|0.33613217|0.08015545|0.097706586|-0.21945968|0.027982116|-0.4068444|-0.21233925|0.14748512|-0.054777935|-0.12982571|0.08561438|-0.44673488|0.27782574|0.12728173|0.099669605|-0.38997132|-0.18237069|-0.322543|0.06448461|0.38497692|0.38092142|-0.4733148|-0.31511903|0.24739777|-0.41289505|-0.5182433|0.62219477|-0.014957011|-0.16019218|-0.72908056|0.1880601|0.60149467|0.28918868|-0.65573823|-0.31091884|-0.16060348|-0.1477524|0.57410824|-0.79838145|0.18170364|-0.24841836|0.29071462|-0.7162412|-0.29270405|-0.48691756|-0.1616231|0.037836403|-0.24042597|0.05273453|-0.26510704|-0.069515616|0.2978537|0.36042553|-0.3560719|-0.14382645|-0.11342612|0.5795823|-0.13088495|-0.5982637|-0.44459683|-0.19955145|-0.506737|0.43053317|-0.60907066|-0.6409104|0.4826913|-0.8371426|-0.42183578|-0.5403382|-0.41051337|-0.89933944|-0.3519032|-0.24633059|0.33237118|-0.31908527|-0.03849718|0.5997754|-0.60216|0.5695166|-0.10662174|-0.6653657|-0.3517618
960;-0.21304643|0.67499804|-0.2849265|0.49495506|-0.2610883|0.4797553|0.012340844|-0.18404466|0.52751166|-0.3665498|-0.3999485|0.009549379|0.6485787|-0.29137224|-0.06966531|-0.01537469|-0.15221931|0.53037566|0.82982945|0.19083256|-0.035233073|-0.20684588|0.5470212|-0.67225444|-0.122444674|0.29663628|0.04045604|-0.50317323|-0.42208374|-0.43471482|0.2523369|0.286085|0.38965642|-0.3488013|-0.0965209|0.39257538|-0.18246013|0.71880853|-0.14418273|-0.56407815|0.05740513|0.28362456|-0.02217649|-0.6646305|0.63517165|0.048521668|-0.10295835|0.09272021|0.30587515|0.29473716|0.13999301|-0.14488423|-0.12544121|-0.23694262|-0.46769416|0.06521954|-0.8142717|0.2827667|-0.12508248|0.45636335|-0.13219905|-0.542349|-0.84747005|0.94991046|-0.32905543|-0.29515788|-0.23857471|-0.2823998|-0.5696396|0.29513454|0.6768632|-0.21408394|0.09069712|-0.5252134|0.1183759|-0.61421865|-0.09122902|-0.539902|-0.0021079849|-0.32279205|0.45153475|-0.43266988|-0.5755925|0.5077769|-0.39991522|-0.38447282|-0.41724455|0.015539199|-0.74098897|0.16105433|-0.6294768|0.29956278|0.22591709|-0.20642415|0.045489088|0.016872674|0.29026186|0.10670385|-0.05004494|-0.17183436
961;-0.6010635|0.20103022|0.17390384|0.57700217|-0.43306014|0.26463798|-0.20594627|-0.37015793|0.65834916|-0.3873971|0.25380653|0.22870353|0.80849206|-0.12913796|-0.25615177|0.002054602|0.13539459|0.70162535|0.6433986|0.09187748|-0.09496309|-0.05325657|0.008293867|-0.26344782|-0.15545242|0.029221013|0.30350482|0.17349236|-0.5513108|0.09445569|0.5123218|0.58702695|0.40945026|0.05578117|-0.23183538|-0.008866429|0.09821889|0.3905584|0.48195505|-0.70684475|-0.15245834|0.17371827|0.09777713|0.07094076|0.8571077|0.45797205|-0.33710682|-0.7711246|0.52881604|0.24396256|0.2128952|-0.44712663|0.0775932|-0.20721425|0.1603637|0.3709348|-0.6718064|-0.6661739|-0.24120769|0.63349473|-0.46362013|-0.9691917|-0.12256995|0.1894037|-0.22587521|-0.22264932|-0.23592183|-0.50833994|-0.12817863|0.046256993|0.31368497|-0.3249581|0.006407574|-0.35069716|0.22979496|-0.69066805|0.07514624|-0.3967587|-0.36467862|0.18881714|0.4134137|-0.35456452|-0.07419202|0.82229817|-0.95431983|0.2761969|-0.49818033|-0.8437076|-0.2953672|0.30874887|-0.72670174|0.56469566|0.13488305|-0.692294|-0.011554852|-0.4486155|0.90447533|0.6079774|-0.32611254|-0.17641118
962;0.008938968|0.37446216|-0.034901068|0.51760274|-0.5350176|-0.19316489|-0.5328313|-0.06908359|0.7511596|0.0992652|-0.12370351|0.3668177|0.63214207|0.033287495|0.43497735|0.2630542|-0.009726673|0.52516335|0.19746894|0.33185664|0.23988727|-1.0209563|-0.21536109|-0.3427106|-0.029085755|0.03959281|-0.37889832|-0.42066032|0.31613225|-0.6678505|0.33768827|0.5480145|0.05994475|-0.7708535|0.16578202|-0.0728555|-0.26745474|0.9558188|0.34067333|-0.6007598|-0.2071658|0.8590683|0.17233706|-0.13182887|0.18351108|0.17046034|-0.6348084|-0.93300724|-0.25012195|0.59910077|0.31384173|-0.559798|0.046358876|-0.37086064|-0.039462253|-0.31603083|-0.9757345|0.06761934|-0.38017523|0.17040697|-1.069904|-0.52925164|0.11291948|-0.22881468|-0.34807423|-0.5554917|-0.04322081|-0.9874792|-0.52380544|0.7255691|0.4128699|-0.099286616|0.005368963|-0.59895605|0.47435763|-0.61882937|-0.23100471|-0.55477023|-0.30909532|-0.67585|0.36804122|-0.26433796|-0.50232005|0.585546|-1.017648|-0.5951705|-0.46017295|-0.17787676|-0.5114415|-0.07968858|-0.6758735|0.1756776|0.05213637|-0.27457848|0.39257866|-0.5540061|0.5512029|0.75140333|-0.50783503|-0.41146925
963;0.08568388|-0.10155001|0.042315662|0.5056151|0.067783445|0.020692516|-0.27493048|-0.30619907|0.47631016|-0.63939995|-0.61691916|0.5964191|0.5637511|-0.51254356|-0.47295547|0.31540394|-0.035008267|0.11655989|0.3902429|0.2598511|0.15202679|-0.7619689|-0.14629042|0.2909685|-0.23903479|0.43020117|-0.34697008|-0.24605437|-0.73890865|-0.39447102|0.41345078|0.34278107|0.8166876|-0.37058857|-0.019510984|-0.69467056|0.29164892|0.5785284|0.08484508|-0.18747988|0.34845456|-0.06873678|-0.5338261|0.22313178|0.7486631|0.1290113|-0.5739857|-0.5648604|0.5507734|0.046866804|0.26487887|-0.036191225|0.002991289|-0.08659601|-0.2114847|-0.10996992|-0.3523666|0.05296079|-0.014131814|0.11366466|-0.4221452|-0.58161485|0.08743492|0.26658654|0.011914939|-0.19051754|0.22649288|-0.11863409|-0.14974754|0.17588016|0.48694462|-0.31818497|-0.19210038|-0.6278268|0.7840272|-0.38884652|-0.57141745|-0.3157665|0.3879434|-0.62808555|-0.28506473|-0.30571064|0.009333253|0.4556992|-0.63092774|-0.55321264|-0.65025663|-0.47668004|-0.31444123|0.34109613|-0.71944433|0.38586956|0.45207393|-0.55595464|0.4410262|-0.7905141|0.19454603|0.4402573|0.25524032|-0.4773819
964;-0.34935662|0.32088715|0.4537454|0.63054484|-0.17546423|0.24856392|-0.10650994|-0.18892717|0.2728786|-0.12946583|-0.22697553|0.089162275|0.49075803|0.029759571|0.5544777|0.07767977|-0.03861329|0.30040306|0.4092903|0.2724466|-0.2555861|-0.42007083|0.16752917|-0.16384551|-0.32588735|0.15699819|-0.014694616|-0.09854147|-0.02747479|-0.003537625|0.34434727|0.3959378|0.37073463|-0.12107991|-0.060139313|0.47586912|-0.14842482|-0.07032317|0.5026574|-0.58278465|-0.18367931|0.49517754|-0.52039456|-0.33263484|0.5290036|-0.0060648173|-0.33950052|-0.35006818|0.43916506|0.42011786|0.31639457|-0.30328742|-0.19461998|-0.02817145|-0.27529827|0.25471684|-0.74662507|0.112273306|-0.7922603|0.5162072|-0.51024437|-0.06267049|-0.41043442|0.18331964|-0.09313124|-0.6102054|0.27019113|-0.1313629|-0.19519407|0.21083932|0.6279756|-0.5681016|-0.006143734|-0.15588224|0.5954934|-0.32790148|-0.025270522|-0.506944|0.039037623|-0.31412536|0.07257733|-0.714352|-0.57906675|0.10357705|-0.47051093|0.23460203|-0.081052676|-0.34224027|-0.70740056|0.05805622|-0.1224006|0.090309486|0.15334888|-0.11151543|0.07624206|-0.060954913|0.37906173|0.30726817|-0.0073932707|-0.23338018
965;-0.39858082|0.46633974|0.18796173|0.73751765|-0.39188945|0.51387393|0.046218872|-0.14445476|0.22859983|0.03764002|-0.25152957|0.6696676|0.55278397|0.22127073|0.24518566|0.70681745|-0.06975305|0.8664916|0.6302024|0.069857724|0.46364933|-1.002366|0.26590586|-0.61492646|-0.30507302|0.08985862|-0.37873948|-0.3734064|-0.52254266|-0.19293709|0.5370303|0.409812|0.44353628|-0.0498984|0.21704431|0.2272773|-0.27407187|0.45510834|0.06568402|-0.51075417|-3.924966e-05|0.22658718|-0.17053199|-0.36438304|0.7275484|0.069817826|-0.27468058|-0.8288007|0.21990475|0.595965|0.25381723|-0.10052955|-0.30533043|-0.4591825|-0.29519096|0.039362036|-0.57731026|-0.16958034|-0.34491086|0.48144403|-0.6856884|-0.23860443|-0.103622615|0.0014290512|-0.09328167|-0.5652733|0.40674704|-0.21444875|-0.66276795|0.17178674|0.29178667|-0.45003223|0.13186637|-0.25324816|0.3606498|-0.4107848|-0.084253505|-0.46520305|-0.12265448|-0.79587364|0.023217082|-0.3281105|-0.61959296|0.644307|-0.603176|-0.13379875|-0.5695663|-0.6351389|-0.67513645|0.047538035|-0.36152235|0.103646|0.37379763|-0.7996767|0.00655742|-0.4458476|0.530438|0.4004973|-0.19722873|-0.6391549
966;-0.41629314|0.68531513|0.070404015|0.69884133|-0.12909037|0.22749001|-0.37871504|-0.18238267|0.9307958|-0.51975054|-0.2827995|0.06753549|0.31758368|-0.027869657|0.13879262|0.16697043|0.014872789|0.4945546|0.9012314|0.1907903|-0.051510826|-0.4570316|0.37562126|-0.6970495|-0.4321433|0.2721957|-0.007928312|-0.54948854|-0.42854947|-0.8548565|0.015279889|0.35717598|0.3998695|-0.24725947|0.09583521|0.19563447|-0.4011696|0.5034628|0.55538964|-0.6071203|-0.33811906|-0.27922603|-0.2178721|-0.29600537|0.6645697|0.37501028|-0.08760618|-0.4318924|-0.017847896|0.55370575|0.06748001|-0.33615208|-0.21926814|-0.28198326|-0.3674395|-0.5741541|-0.69180316|0.07017962|-0.5671507|0.33030868|-0.9263439|-0.6367987|-0.12963282|0.11987605|-0.3774021|-0.53279984|0.10806745|0.06095186|-0.18300399|0.021305691|0.3951917|-0.3407934|0.12091106|0.11433482|0.48267153|-0.7311473|-0.28489593|-0.3006028|-0.36069703|-0.373297|0.46801656|-0.085978895|-0.7187975|0.8167517|-0.78754777|0.04108721|-0.29735136|-0.4548002|-0.44235867|0.3581038|-0.48098716|-0.15694077|0.1541357|-0.4492795|0.12970763|-0.19802213|0.4611897|0.33450103|0.10762116|-0.36484787
967;-0.027393758|0.45811304|-0.42842636|0.36657417|-0.38406885|0.02608231|-0.3877364|0.16680431|0.31181747|-0.1124478|0.0709624|-0.0059762597|0.37858903|0.012314126|-0.14931333|-0.055747837|-0.31088537|0.4458688|0.18591252|-0.29837614|0.32840407|-0.78429186|0.14099127|-0.29800928|-0.09734112|0.61098456|-0.22740339|-0.09084501|-0.18577637|-0.08785775|0.2949922|0.1621344|0.96893865|0.019965202|0.21307072|-0.2003631|0.09422593|0.0041436553|0.57570285|-0.5896873|-0.0048089474|0.52535844|-0.036895975|-0.46279845|0.5377439|0.5760761|-0.60758233|-0.83431745|0.012942955|0.43289295|-0.05963105|-0.810447|-0.17030163|-0.4783671|-0.34725606|-0.13096978|-0.6461559|0.053240065|-0.08182652|0.7254847|-0.8689597|-0.3158202|-0.19803923|0.04098168|-0.36584726|-0.6508703|0.07792997|-0.4290833|-0.23439707|0.2617963|0.4842037|-0.74644226|-0.38417527|-0.09629305|-0.05329749|-0.25541693|-0.629853|-0.18884823|-0.09894807|-0.2242747|0.40620536|0.013858557|-0.016541809|0.38419408|-0.97286093|-0.25234967|-0.37390548|-0.5277542|-0.64538103|-0.21339196|-0.21207193|-0.09443425|-0.055949762|-0.33813453|0.15978894|-0.28415826|-0.04969752|0.79969525|-0.44695055|-0.52236044
968;-0.23401314|0.5336762|-0.027099997|0.334724|-0.34330958|-0.2300832|-0.49653405|0.122453086|0.63719666|-0.55951685|-0.31372613|0.8551611|0.47474468|-0.34930348|0.6820897|0.1059306|-0.0035621077|0.7150763|1.1726909|-0.34282115|-0.2148634|-0.31234872|0.5965477|-0.5852098|-0.29328856|-0.08110322|0.25808805|-0.3389485|-0.08666292|-0.9115683|0.33882377|1.203484|0.18466353|-0.529738|0.10370362|0.45963863|-0.5735651|-0.0076221228|0.20411177|-0.8374492|-0.18713936|-0.5926477|-0.03326568|-0.82995963|0.7281011|0.21243332|-0.58251464|-0.6870886|-0.010135859|0.6981058|0.6916161|-0.25752926|-0.17434956|-0.45960718|0.24202663|0.2606038|-0.7624786|0.42858678|-0.029841185|0.39714253|-0.5218749|0.26881945|-0.33149767|0.43767893|-0.14980249|-0.06748414|-0.06706292|0.08211082|0.05038792|0.42609507|-0.038512826|-0.09188026|0.18290123|-0.37485206|0.3480371|-0.64802605|-0.30003425|-0.533561|0.044004038|0.47945565|0.22900164|-0.27005443|-0.62026805|0.90843445|-1.225771|0.02696845|-0.61074805|-0.6001674|-0.46061254|-0.6786695|-0.70781237|0.98920983|0.4504436|-0.053192556|0.19197394|-0.44656232|0.21914369|-0.1280368|-0.13291335|-0.89336324
969;-0.58607364|0.2572025|0.15476742|0.5258522|-0.13422123|-0.040241666|-0.76003206|-0.070674755|0.5010404|-0.41021472|-0.250604|0.5218929|0.33939642|-0.30704665|0.15613905|0.45955038|-0.5542913|0.6724675|0.5657715|-0.36203256|0.059502743|-0.7049297|0.37641352|-0.57195294|-0.485004|0.46267438|-0.12471795|0.1802152|-0.45342636|-0.69768953|0.01980345|0.12511405|0.7736497|-0.13376623|-0.017076734|0.3731449|-0.95197123|0.33659172|0.097747564|0.109329075|0.18399203|-0.14169505|-0.31270647|-0.6292424|0.41269687|-0.05996187|-0.13311303|-0.5189727|0.61180544|0.43970752|0.35189384|-0.39514226|-0.072096|-0.05795543|-0.13770014|0.18935615|-0.6408635|0.14686315|-0.39067304|0.07558775|-0.5759915|0.11076668|-0.25317165|0.5116882|-0.07424061|0.18645495|0.3930136|-0.0766747|-0.077062786|0.28972912|-0.17427501|-0.26361316|0.18204926|-0.19458166|0.18532044|-0.5202482|-0.19416496|-0.175632|0.14928924|-0.15207563|0.09008661|-0.23340544|-0.39212835|0.09522012|-0.58616936|-0.029403567|-0.24322152|-0.19595774|-0.2403473|0.07604629|-0.47528392|0.20081085|-0.04103954|-0.56747687|0.1539148|-0.5718899|0.45535117|0.39695072|-0.43317744|0.18846008
970;-0.66329193|0.4000717|0.12894492|0.49447197|-0.33443257|0.4725653|-0.17925173|0.023015864|0.050774425|0.3872341|-0.34583429|0.7625754|0.41004175|0.4916942|0.31068805|0.3723304|0.38934308|0.49832824|0.6263586|-0.122869164|0.48997498|-0.92667687|-0.035564393|-0.9584969|-0.3641285|-0.06616944|0.42654428|-0.08494595|-0.5815362|-0.22153169|0.70296645|0.15216719|-0.07032943|-0.13553405|0.04737509|0.6177623|-0.3722548|0.49116567|-0.34587288|-0.5302093|-0.29568797|0.3266344|0.01388213|-0.50816166|-0.042959154|0.25908816|0.08654854|-0.58361524|-0.01839599|0.10942054|0.58288276|-0.3433843|0.16021326|-0.40634382|0.24796528|0.3398609|-1.2192261|0.7249106|-0.72161645|0.6987713|-0.35021168|0.42043164|-0.5809331|0.55643713|0.1250854|-0.5957802|0.045801423|-0.47488278|-0.1653526|0.3444375|0.33857074|-0.27540612|-0.13613334|-0.16661453|0.08903578|-0.9539041|-0.090162374|-0.40565804|0.61542135|-0.79339445|0.28114557|-0.14300092|-0.44363612|-0.14584017|-0.51952225|-0.2396719|-0.014391869|-0.37856784|-0.70297277|-0.13219014|-0.3992061|0.19107933|0.048603565|-0.7770623|0.32600504|-0.0665123|0.28495413|0.44245055|-0.5639996|-0.6292658
971;-0.10314399|0.44956774|0.34959432|0.3573234|-0.61666334|0.008812159|-0.39208418|-0.21566236|0.28959286|0.27988422|-0.11050022|0.36100453|0.4411837|-0.15871574|0.30151552|0.37755048|-0.2587723|0.38550845|0.59133404|0.23852162|0.74573535|-0.453551|-0.07847023|-0.12115726|-0.31391627|0.5096269|-0.18579474|-0.111426845|0.074162275|0.054051816|0.08818134|0.45198977|0.69220567|-0.02758047|0.006363768|-0.41519234|0.2101809|0.40234104|0.40971762|-0.4723586|0.06288861|0.13191757|-0.06673281|-0.2503227|0.49898067|0.2891921|-0.1800294|-0.5258691|0.4396772|0.3810418|0.27814385|-0.61693746|-0.5706454|0.20266065|-0.26089835|0.07872417|-0.5229941|0.11521238|-0.13837807|0.71322286|-0.6130631|0.10470751|-0.64325064|0.42861944|-0.05529347|-0.5212982|0.031980596|-0.12457995|-0.11488289|-0.014057368|0.64060163|-0.49910918|-0.1768119|0.07998893|0.5103967|-0.61850035|0.057655826|-0.6084979|0.24168725|-0.16553241|0.5255202|-0.44607216|-0.4242683|0.108834445|-0.6098666|-0.05956188|0.024751604|-0.3633792|-0.74873185|-0.258573|-0.3543005|0.259257|0.45653307|-0.43385002|-0.055227146|-0.47348428|0.50282127|0.230472|-0.027682215|-0.61495596
